Diesel, Benzin E10,Benzin E5, LPG, Uhrzeit, Tanlstelle
1.54,1.66,1.69,0.88,2021-11-30 05:06:08.949210,37955
1.55,1.69,1.75,0.86,2021-11-30 05:06:12.386828,40018
1.54,1.66,1.72,0.81,2021-11-30 05:16:16.021027,21974
1.61,1.75,1.81,0.75,2021-11-30 05:16:19.770899,10063
1.54,1.66,1.69,0.88,2021-11-30 05:16:23.436023,37955
1.55,1.69,1.75,0.86,2021-11-30 05:16:30.807332,40018
1.54,1.66,1.72,0.81,2021-11-30 05:26:34.666693,21974
1.61,1.75,1.81,0.75,2021-11-30 05:26:38.360345,10063
1.54,1.66,1.69,0.88,2021-11-30 05:26:41.848387,37955
1.55,1.69,1.75,0.86,2021-11-30 05:26:45.277496,40018
1.54,1.66,1.72,0.81,2021-11-30 05:36:49.121864,21974
1.61,1.75,1.81,0.75,2021-11-30 05:36:52.832448,10063
1.54,1.66,1.69,0.88,2021-11-30 05:36:56.746480,37955
1.55,1.69,1.75,0.86,2021-11-30 05:37:00.486330,40018
1.54,1.66,1.72,0.81,2021-11-30 05:47:04.961526,21974
1.61,1.75,1.81,0.75,2021-11-30 05:47:08.724460,10063
1.54,1.66,1.69,0.88,2021-11-30 05:47:12.364630,37955
1.55,1.69,1.75,0.86,2021-11-30 05:47:15.852011,40018
1.54,1.66,1.72,0.81,2021-11-30 05:57:19.412607,21974
1.61,1.75,1.81,0.75,2021-11-30 05:57:23.119781,10063
1.54,1.66,1.69,0.88,2021-11-30 05:57:26.888023,37955
1.55,1.69,1.75,0.86,2021-11-30 05:57:30.285268,40018
1.55,1.70,1.76,0.81,2021-11-30 06:07:34.399169,21974
1.61,1.75,1.81,0.75,2021-11-30 06:07:38.172655,10063
1.54,1.66,1.69,0.88,2021-11-30 06:07:41.764814,37955
1.55,1.69,1.75,0.86,2021-11-30 06:07:45.277461,40018
1.55,1.70,1.76,0.81,2021-11-30 06:17:48.902557,21974
1.57,1.72,1.78,0.75,2021-11-30 06:17:52.532843,10063
1.54,1.66,1.69,0.88,2021-11-30 06:18:00.117529,37955
1.55,1.69,1.75,0.86,2021-11-30 06:18:04.486685,40018
1.55,1.70,1.76,0.81,2021-11-30 06:28:08.229630,21974
1.57,1.72,1.78,0.75,2021-11-30 06:28:15.853616,10063
1.54,1.66,1.69,0.88,2021-11-30 06:28:23.991059,37955
1.55,1.69,1.75,0.86,2021-11-30 06:28:27.671539,40018
1.55,1.67,1.73,0.81,2021-11-30 06:38:31.525287,21974
1.57,1.72,1.78,0.75,2021-11-30 06:38:35.175215,10063
1.54,1.66,1.69,0.88,2021-11-30 06:38:40.235960,37955
1.55,1.69,1.75,0.86,2021-11-30 06:38:43.747798,40018
1.55,1.67,1.73,0.81,2021-11-30 06:48:47.538653,21974
1.57,1.72,1.78,0.75,2021-11-30 06:48:51.335337,10063
1.54,1.66,1.69,0.88,2021-11-30 06:48:55.321564,37955
1.53,1.67,1.73,0.86,2021-11-30 06:48:59.188652,40018
1.55,1.67,1.73,0.81,2021-11-30 06:59:03.632541,21974
1.57,1.70,1.76,0.75,2021-11-30 06:59:07.123309,10063
1.54,1.66,1.69,0.88,2021-11-30 06:59:11.333630,37955
1.53,1.67,1.73,0.86,2021-11-30 06:59:14.803694,40018
1.55,1.67,1.73,0.81,2021-11-30 07:09:23.853614,21974
1.57,1.70,1.76,0.75,2021-11-30 07:09:27.394558,10063
1.54,1.66,1.69,0.88,2021-11-30 07:09:31.822018,37955
1.53,1.67,1.73,0.86,2021-11-30 07:09:35.619814,40018
1.55,1.67,1.73,0.81,2021-11-30 07:19:39.261553,21974
1.57,1.70,1.76,0.75,2021-11-30 07:19:43.008885,10063
1.54,1.66,1.69,0.88,2021-11-30 07:19:47.027637,37955
1.53,1.67,1.73,0.86,2021-11-30 07:19:50.775228,40018
1.55,1.66,1.72,0.81,2021-11-30 07:29:54.506976,21974
1.57,1.70,1.76,0.75,2021-11-30 07:29:57.974100,10063
1.54,1.66,1.69,0.88,2021-11-30 07:30:01.932172,37955
1.53,1.67,1.73,0.86,2021-11-30 07:30:06.123136,40018
1.55,1.66,1.72,0.81,2021-11-30 07:40:10.058397,21974
1.57,1.70,1.76,0.75,2021-11-30 07:40:14.798783,10063
1.54,1.66,1.69,0.88,2021-11-30 07:40:19.513781,37955
1.53,1.67,1.73,0.86,2021-11-30 07:40:23.095450,40018
1.55,1.66,1.72,0.81,2021-11-30 07:50:27.118432,21974
1.57,1.70,1.76,0.75,2021-11-30 07:50:30.821975,10063
1.54,1.66,1.69,0.88,2021-11-30 07:50:34.612038,37955
1.53,1.67,1.73,0.86,2021-11-30 07:50:38.444244,40018
1.55,1.66,1.72,0.81,2021-11-30 08:00:42.112021,21974
1.57,1.70,1.76,0.75,2021-11-30 08:00:45.892179,10063
1.54,1.66,1.69,0.88,2021-11-30 08:00:49.790021,37955
1.53,1.67,1.73,0.86,2021-11-30 08:00:53.922576,40018
1.51,1.66,1.72,0.81,2021-11-30 08:10:57.741763,21974
1.57,1.70,1.76,0.75,2021-11-30 08:11:01.788445,10063
1.54,1.66,1.69,0.88,2021-11-30 08:11:05.357036,37955
1.53,1.67,1.73,0.86,2021-11-30 08:11:08.891510,40018
1.51,1.65,1.71,0.81,2021-11-30 08:21:12.930489,21974
1.61,1.75,1.81,0.75,2021-11-30 08:21:20.872379,10063
1.54,1.66,1.69,0.88,2021-11-30 08:21:24.372292,37955
1.53,1.67,1.73,0.86,2021-11-30 08:21:27.961255,40018
1.51,1.65,1.71,0.81,2021-11-30 08:31:32.096798,21974
1.61,1.75,1.81,0.75,2021-11-30 08:31:35.594628,10063
1.54,1.66,1.69,0.88,2021-11-30 08:31:41.095687,37955
1.53,1.67,1.73,0.86,2021-11-30 08:31:44.799007,40018
1.56,1.71,1.77,0.81,2021-11-30 08:41:48.359361,21974
1.61,1.75,1.81,0.75,2021-11-30 08:41:56.117486,10063
1.54,1.66,1.69,0.88,2021-11-30 08:42:00.882877,37955
1.53,1.67,1.73,0.86,2021-11-30 08:42:06.161079,40018
1.58,1.71,1.77,0.81,2021-11-30 08:52:17.746449,21974
1.61,1.75,1.81,0.75,2021-11-30 08:52:21.658646,10063
1.54,1.66,1.69,0.88,2021-11-30 08:52:25.642453,37955
1.53,1.67,1.73,0.86,2021-11-30 08:52:29.327642,40018
1.58,1.72,1.78,0.81,2021-11-30 09:02:33.082526,21974
1.62,1.75,1.81,0.75,2021-11-30 09:02:36.944746,10063
1.54,1.66,1.69,0.88,2021-11-30 09:02:40.684934,37955
1.53,1.67,1.73,0.86,2021-11-30 09:02:48.411294,40018
1.58,1.72,1.78,0.81,2021-11-30 09:12:52.722665,21974
1.62,1.75,1.81,0.75,2021-11-30 09:12:56.426002,10063
1.54,1.66,1.69,0.88,2021-11-30 09:12:59.934532,37955
1.53,1.67,1.73,0.86,2021-11-30 09:13:04.634274,40018
1.58,1.72,1.78,0.81,2021-11-30 09:23:08.418309,21974
1.58,1.71,1.77,0.75,2021-11-30 09:23:12.264306,10063
1.54,1.66,1.69,0.88,2021-11-30 09:23:15.813765,37955
1.53,1.67,1.73,0.86,2021-11-30 09:23:19.307402,40018
1.58,1.72,1.78,0.81,2021-11-30 09:33:23.562066,21974
1.58,1.71,1.77,0.75,2021-11-30 09:33:27.268400,10063
1.54,1.66,1.69,0.88,2021-11-30 09:33:31.707260,37955
1.53,1.67,1.73,0.86,2021-11-30 09:33:35.967484,40018
1.56,1.72,1.78,0.81,2021-11-30 09:43:40.041621,21974
1.58,1.71,1.77,0.75,2021-11-30 09:43:43.905517,10063
1.54,1.66,1.69,0.88,2021-11-30 09:43:47.781722,37955
1.52,1.67,1.73,0.86,2021-11-30 09:43:51.450954,40018
1.56,1.72,1.78,0.81,2021-11-30 09:53:55.878606,21974
1.58,1.71,1.77,0.75,2021-11-30 09:54:00.135026,10063
1.54,1.66,1.69,0.88,2021-11-30 09:54:04.919645,37955
1.52,1.67,1.73,0.86,2021-11-30 09:54:08.667069,40018
1.52,1.69,1.75,0.81,2021-11-30 10:04:12.562310,21974
1.58,1.71,1.77,0.75,2021-11-30 10:04:16.514217,10063
1.54,1.66,1.69,0.88,2021-11-30 10:04:27.843409,37955
1.52,1.67,1.73,0.86,2021-11-30 10:04:31.279474,40018
1.52,1.62,1.68,0.81,2021-11-30 10:14:34.933882,21974
1.58,1.71,1.77,0.75,2021-11-30 10:14:38.938908,10063
1.54,1.66,1.69,0.88,2021-11-30 10:14:42.601388,37955
1.52,1.67,1.73,0.86,2021-11-30 10:14:46.150366,40018
1.52,1.62,1.68,0.81,2021-11-30 10:24:50.213536,21974
1.58,1.71,1.77,0.75,2021-11-30 10:24:54.194135,10063
1.54,1.66,1.69,0.88,2021-11-30 10:24:58.494855,37955
1.51,1.64,1.70,0.86,2021-11-30 10:25:03.137003,40018
1.52,1.62,1.68,0.81,2021-11-30 10:35:07.015529,21974
1.58,1.70,1.76,0.75,2021-11-30 10:35:10.823430,10063
1.54,1.66,1.69,0.88,2021-11-30 10:35:15.521788,37955
1.51,1.62,1.68,0.86,2021-11-30 10:35:19.561339,40018
1.52,1.62,1.68,0.81,2021-11-30 10:45:23.690267,21974
1.54,1.68,1.74,0.75,2021-11-30 10:45:27.480610,10063
1.54,1.66,1.69,0.88,2021-11-30 10:45:31.237641,37955
1.51,1.61,1.67,0.86,2021-11-30 10:45:35.079758,40018
1.52,1.62,1.68,0.81,2021-11-30 10:55:38.917337,21974
1.52,1.67,1.73,0.75,2021-11-30 10:55:42.614437,10063
1.54,1.66,1.69,0.88,2021-11-30 10:55:46.354440,37955
1.50,1.61,1.67,0.86,2021-11-30 10:55:50.901886,40018
1.51,1.62,1.68,0.81,2021-11-30 11:05:55.145376,21974
1.50,1.65,1.71,0.75,2021-11-30 11:05:59.127810,10063
1.54,1.66,1.69,0.88,2021-11-30 11:06:04.170684,37955
1.50,1.61,1.67,0.86,2021-11-30 11:06:08.396154,40018
1.51,1.62,1.68,0.81,2021-11-30 11:16:12.327735,21974
1.50,1.65,1.71,0.75,2021-11-30 11:16:16.879220,10063
1.54,1.66,1.69,0.88,2021-11-30 11:16:20.934808,37955
1.50,1.61,1.67,0.86,2021-11-30 11:16:25.215314,40018
1.50,1.62,1.68,0.81,2021-11-30 11:26:29.462257,21974
1.56,1.71,1.77,0.75,2021-11-30 11:26:33.250698,10063
1.54,1.66,1.69,0.88,2021-11-30 11:26:37.281203,37955
1.50,1.61,1.67,0.86,2021-11-30 11:26:41.470581,40018
1.54,1.66,1.72,0.81,2021-11-30 11:36:45.825905,21974
1.56,1.71,1.77,0.86,2021-11-30 11:36:49.899122,10063
1.53,1.63,1.66,0.88,2021-11-30 11:36:53.955713,37955
1.50,1.61,1.67,0.86,2021-11-30 11:36:58.022046,40018
1.54,1.66,1.72,0.81,2021-11-30 11:47:01.967111,21974
1.56,1.71,1.77,0.86,2021-11-30 11:47:05.567691,10063
1.53,1.63,1.66,0.88,2021-11-30 11:47:09.469578,37955
1.50,1.61,1.67,0.86,2021-11-30 11:47:13.087676,40018
1.54,1.66,1.72,0.81,2021-11-30 11:57:18.533368,21974
1.56,1.71,1.77,0.86,2021-11-30 11:57:22.362478,10063
1.53,1.63,1.66,0.88,2021-11-30 11:57:26.203220,37955
1.54,1.65,1.71,0.86,2021-11-30 11:57:30.177716,40018
1.54,1.66,1.72,0.81,2021-11-30 12:07:34.329833,21974
1.56,1.71,1.77,0.86,2021-11-30 12:07:38.424868,10063
1.53,1.63,1.66,0.88,2021-11-30 12:07:42.399666,37955
1.50,1.61,1.67,0.86,2021-11-30 12:07:46.379243,40018
1.54,1.66,1.72,0.81,2021-11-30 12:17:50.174187,21974
1.54,1.69,1.75,0.86,2021-11-30 12:17:54.234453,10063
1.53,1.63,1.66,0.88,2021-11-30 12:17:58.595620,37955
1.50,1.61,1.67,0.86,2021-11-30 12:18:03.385151,40018
1.54,1.66,1.72,0.81,2021-11-30 12:28:07.758453,21974
1.54,1.66,1.72,0.86,2021-11-30 12:28:12.005222,10063
1.53,1.63,1.66,0.88,2021-11-30 12:28:15.864801,37955
1.50,1.61,1.67,0.86,2021-11-30 12:28:19.369962,40018
1.54,1.66,1.72,0.81,2021-11-30 12:38:23.215271,21974
1.54,1.65,1.71,0.86,2021-11-30 12:38:27.083657,10063
1.53,1.63,1.66,0.88,2021-11-30 12:38:31.041377,37955
1.50,1.61,1.67,0.86,2021-11-30 12:38:34.579558,40018
1.54,1.66,1.72,0.81,2021-11-30 12:48:39.030312,21974
1.54,1.65,1.71,0.86,2021-11-30 12:48:42.687674,10063
1.53,1.63,1.66,0.88,2021-11-30 12:48:46.840559,37955
1.49,1.60,1.66,0.86,2021-11-30 12:48:50.615785,40018
1.53,1.66,1.72,0.81,2021-11-30 12:58:54.327645,21974
1.50,1.65,1.71,0.86,2021-11-30 12:58:58.258407,10063
1.53,1.63,1.66,0.88,2021-11-30 12:59:02.890107,37955
1.49,1.60,1.66,0.86,2021-11-30 12:59:06.722120,40018
1.53,1.66,1.72,0.81,2021-11-30 13:09:10.925581,21974
1.50,1.64,1.70,0.86,2021-11-30 13:09:15.528529,10063
1.53,1.63,1.66,0.88,2021-11-30 13:09:19.435110,37955
1.48,1.60,1.66,0.86,2021-11-30 13:09:23.216702,40018
1.51,1.65,1.71,0.81,2021-11-30 13:19:27.152300,21974
1.50,1.64,1.70,0.86,2021-11-30 13:19:31.435781,10063
1.53,1.63,1.66,0.88,2021-11-30 13:19:35.908508,37955
1.48,1.57,1.63,0.86,2021-11-30 13:19:40.335351,40018
1.51,1.63,1.69,0.81,2021-11-30 13:29:44.429801,21974
1.50,1.64,1.70,0.86,2021-11-30 13:29:49.488157,10063
1.53,1.63,1.66,0.88,2021-11-30 13:29:53.581335,37955
1.48,1.57,1.63,0.86,2021-11-30 13:29:57.412428,40018
1.50,1.60,1.66,0.81,2021-11-30 13:40:02.428434,21974
1.50,1.64,1.70,0.86,2021-11-30 13:40:06.693073,10063
1.53,1.63,1.66,0.88,2021-11-30 13:40:10.787061,37955
1.48,1.57,1.63,0.86,2021-11-30 13:40:14.529077,40018
1.50,1.60,1.66,0.81,2021-11-30 13:50:22.737003,21974
1.50,1.64,1.70,0.86,2021-11-30 13:50:26.805876,10063
1.53,1.63,1.66,0.88,2021-11-30 13:50:30.418886,37955
1.47,1.57,1.63,0.86,2021-11-30 13:50:33.959271,40018
1.50,1.59,1.65,0.81,2021-11-30 14:00:37.959974,21974
1.50,1.63,1.69,0.86,2021-11-30 14:00:41.560126,10063
1.53,1.63,1.66,0.88,2021-11-30 14:00:46.065316,37955
1.47,1.57,1.63,0.86,2021-11-30 14:00:50.239548,40018
1.49,1.59,1.65,0.81,2021-11-30 14:10:55.012447,21974
1.50,1.63,1.69,0.86,2021-11-30 14:10:59.264123,10063
1.53,1.63,1.66,0.88,2021-11-30 14:11:04.387204,37955
1.47,1.57,1.63,0.86,2021-11-30 14:11:08.180082,40018
1.49,1.59,1.65,0.81,2021-11-30 14:21:12.402313,21974
1.54,1.67,1.73,0.86,2021-11-30 14:21:16.336676,10063
1.53,1.63,1.66,0.88,2021-11-30 14:21:20.390657,37955
1.47,1.57,1.63,0.86,2021-11-30 14:21:24.403653,40018
1.49,1.59,1.65,0.81,2021-11-30 14:31:29.097441,21974
1.54,1.67,1.73,0.86,2021-11-30 14:31:33.059973,10063
1.53,1.63,1.66,0.88,2021-11-30 14:31:37.121249,37955
1.47,1.57,1.63,0.86,2021-11-30 14:31:40.841966,40018
1.53,1.63,1.69,0.81,2021-11-30 14:41:44.729845,21974
1.54,1.67,1.73,0.86,2021-11-30 14:41:48.991874,10063
1.53,1.63,1.66,0.88,2021-11-30 14:41:53.342434,37955
1.47,1.57,1.63,0.86,2021-11-30 14:41:57.252748,40018
1.53,1.63,1.69,0.81,2021-11-30 14:52:01.942575,21974
1.54,1.67,1.73,0.86,2021-11-30 14:52:06.087099,10063
1.53,1.63,1.66,0.88,2021-11-30 14:52:09.872871,37955
1.47,1.57,1.63,0.86,2021-11-30 14:52:13.946709,40018
1.53,1.62,1.68,0.81,2021-11-30 15:02:19.193497,21974
1.54,1.67,1.73,0.86,2021-11-30 15:02:25.207021,10063
1.53,1.63,1.66,0.88,2021-11-30 15:02:30.415206,37955
1.46,1.57,1.63,0.86,2021-11-30 15:02:35.926639,40018
1.50,1.60,1.66,0.81,2021-11-30 15:12:41.955503,21974
1.54,1.67,1.73,0.86,2021-11-30 15:12:46.690890,10063
1.53,1.63,1.66,0.88,2021-11-30 15:12:52.128446,37955
1.46,1.57,1.63,0.86,2021-11-30 15:12:56.870187,40018
1.50,1.60,1.66,0.81,2021-11-30 15:23:02.359399,21974
1.54,1.67,1.73,0.86,2021-11-30 15:23:07.737484,10063
1.53,1.63,1.66,0.88,2021-11-30 15:23:12.107141,37955
1.46,1.57,1.63,0.86,2021-11-30 15:23:16.031969,40018
1.50,1.60,1.66,0.81,2021-11-30 15:33:20.722635,21974
1.54,1.65,1.71,0.86,2021-11-30 15:33:24.978778,10063
1.53,1.63,1.66,0.88,2021-11-30 15:33:29.446212,37955
1.46,1.57,1.63,0.86,2021-11-30 15:33:33.375905,40018
1.50,1.60,1.66,0.81,2021-11-30 15:43:39.268901,21974
1.54,1.65,1.71,0.86,2021-11-30 15:43:43.322615,10063
1.53,1.63,1.66,0.88,2021-11-30 15:43:47.521160,37955
1.45,1.57,1.63,0.86,2021-11-30 15:43:51.752000,40018
1.50,1.60,1.66,0.81,2021-11-30 15:53:57.626494,21974
1.54,1.65,1.71,0.86,2021-11-30 15:54:01.969909,10063
1.53,1.63,1.66,0.88,2021-11-30 15:54:06.525864,37955
1.45,1.57,1.63,0.86,2021-11-30 15:54:10.943670,40018
1.50,1.60,1.66,0.81,2021-11-30 16:04:15.733412,21974
1.54,1.65,1.71,0.86,2021-11-30 16:04:20.000462,10063
1.53,1.63,1.66,0.88,2021-11-30 16:04:24.555363,37955
1.45,1.57,1.63,0.86,2021-11-30 16:04:28.230955,40018
1.50,1.61,1.67,0.81,2021-11-30 16:14:32.209897,21974
1.54,1.65,1.71,0.86,2021-11-30 16:14:36.289913,10063
1.53,1.63,1.66,0.88,2021-11-30 16:14:40.629877,37955
1.45,1.57,1.63,0.86,2021-11-30 16:14:46.968580,40018
1.50,1.61,1.67,0.81,2021-11-30 16:24:52.132692,21974
1.55,1.66,1.72,0.86,2021-11-30 16:24:58.380035,10063
1.53,1.63,1.66,0.88,2021-11-30 16:25:05.327198,37955
1.45,1.57,1.63,0.86,2021-11-30 16:25:10.130975,40018
1.50,1.61,1.67,0.81,2021-11-30 16:35:20.491117,21974
1.55,1.66,1.72,0.86,2021-11-30 16:35:24.923902,10063
1.53,1.63,1.66,0.88,2021-11-30 16:35:30.386012,37955
1.45,1.57,1.63,0.86,2021-11-30 16:35:38.622308,40018
1.52,1.63,1.69,0.81,2021-11-30 16:45:45.794410,21974
1.55,1.66,1.72,0.86,2021-11-30 16:45:52.662618,10063
1.53,1.63,1.66,0.88,2021-11-30 16:45:57.344503,37955
1.45,1.57,1.63,0.86,2021-11-30 16:46:03.124663,40018
1.52,1.63,1.69,0.81,2021-11-30 16:56:16.567607,21974
1.55,1.66,1.72,0.86,2021-11-30 16:56:20.611423,10063
1.53,1.63,1.66,0.88,2021-11-30 16:56:26.020723,37955
1.47,1.57,1.63,0.86,2021-11-30 16:56:30.864673,40018
1.50,1.62,1.68,0.81,2021-11-30 17:06:35.134119,21974
1.54,1.67,1.73,0.86,2021-11-30 17:06:39.621807,10063
1.53,1.63,1.66,0.88,2021-11-30 17:06:43.703196,37955
1.45,1.57,1.63,0.86,2021-11-30 17:06:47.591710,40018
1.50,1.61,1.67,0.81,2021-11-30 17:16:54.089616,21974
1.53,1.66,1.72,0.86,2021-11-30 17:16:58.795732,10063
1.53,1.63,1.66,0.88,2021-11-30 17:17:03.723567,37955
1.45,1.57,1.63,0.86,2021-11-30 17:17:08.740106,40018
1.50,1.59,1.65,0.81,2021-11-30 17:27:13.569400,21974
1.53,1.65,1.71,0.86,2021-11-30 17:27:17.428703,10063
1.53,1.63,1.66,0.88,2021-11-30 17:27:22.784428,37955
1.45,1.57,1.63,0.86,2021-11-30 17:27:26.544460,40018
1.50,1.59,1.65,0.81,2021-11-30 17:37:30.583109,21974
1.53,1.65,1.71,0.86,2021-11-30 17:37:37.865263,10063
1.53,1.63,1.66,0.88,2021-11-30 17:37:43.540759,37955
1.45,1.57,1.63,0.86,2021-11-30 17:37:47.397419,40018
1.50,1.59,1.65,0.81,2021-11-30 17:47:54.160926,21974
1.50,1.63,1.69,0.86,2021-11-30 17:47:58.334712,10063
1.53,1.63,1.66,0.88,2021-11-30 17:48:05.113371,37955
1.45,1.57,1.63,0.86,2021-11-30 17:48:10.045808,40018
1.50,1.56,1.62,0.81,2021-11-30 17:58:14.567796,21974
1.50,1.63,1.69,0.86,2021-11-30 17:58:19.997351,10063
1.53,1.63,1.66,0.88,2021-11-30 17:58:24.781747,37955
1.45,1.57,1.63,0.86,2021-11-30 17:58:30.545029,40018
1.50,1.56,1.62,0.81,2021-11-30 18:08:34.528938,21974
1.50,1.63,1.69,0.86,2021-11-30 18:08:38.679648,10063
1.53,1.63,1.66,0.88,2021-11-30 18:08:46.703738,37955
1.45,1.57,1.63,0.86,2021-11-30 18:08:51.975440,40018
1.46,1.56,1.62,0.81,2021-11-30 18:18:57.050916,21974
1.52,1.67,1.73,0.86,2021-11-30 18:19:05.059762,10063
1.53,1.63,1.66,0.88,2021-11-30 18:19:09.878181,37955
1.45,1.57,1.63,0.86,2021-11-30 18:19:15.686267,40018
1.46,1.56,1.62,0.81,2021-11-30 18:29:23.337996,21974
1.52,1.67,1.73,0.86,2021-11-30 18:29:30.597186,10063
1.53,1.63,1.66,0.88,2021-11-30 18:29:34.237936,37955
1.45,1.57,1.63,0.86,2021-11-30 18:29:41.496413,40018
1.49,1.59,1.65,0.81,2021-11-30 18:39:46.451058,21974
1.52,1.67,1.73,0.86,2021-11-30 18:39:51.301564,10063
1.53,1.63,1.66,0.88,2021-11-30 18:39:54.990509,37955
1.45,1.57,1.63,0.86,2021-11-30 18:39:58.885331,40018
1.49,1.59,1.65,0.81,2021-11-30 18:50:03.763378,21974
1.52,1.67,1.73,0.86,2021-11-30 18:50:11.083422,10063
1.53,1.63,1.66,0.88,2021-11-30 18:50:15.322058,37955
1.45,1.57,1.63,0.86,2021-11-30 18:50:19.102879,40018
1.49,1.59,1.65,0.81,2021-11-30 19:00:24.743570,21974
1.52,1.67,1.73,0.86,2021-11-30 19:00:28.677812,10063
1.53,1.63,1.66,0.88,2021-11-30 19:00:35.299500,37955
1.47,1.57,1.63,0.86,2021-11-30 19:00:41.091048,40018
1.47,1.57,1.63,0.81,2021-11-30 19:10:45.528863,21974
1.54,1.66,1.72,0.86,2021-11-30 19:10:49.533298,10063
1.53,1.63,1.66,0.88,2021-11-30 19:10:57.180827,37955
1.45,1.57,1.63,0.86,2021-11-30 19:11:00.678026,40018
1.47,1.57,1.63,0.81,2021-11-30 19:21:04.685006,21974
1.54,1.66,1.72,0.86,2021-11-30 19:21:08.564745,10063
1.53,1.63,1.66,0.88,2021-11-30 19:21:12.235833,37955
1.45,1.57,1.63,0.86,2021-11-30 19:21:18.364128,40018
1.47,1.57,1.63,0.81,2021-11-30 19:31:26.674078,21974
1.50,1.62,1.68,0.86,2021-11-30 19:31:31.752692,10063
1.53,1.63,1.66,0.88,2021-11-30 19:31:35.552753,37955
1.45,1.57,1.63,0.86,2021-11-30 19:31:39.409786,40018
1.47,1.57,1.63,0.81,2021-11-30 19:41:43.136223,21974
1.50,1.62,1.68,0.86,2021-11-30 19:41:46.713123,10063
1.53,1.63,1.66,0.88,2021-11-30 19:41:51.177278,37955
1.45,1.57,1.63,0.86,2021-11-30 19:41:55.458657,40018
1.47,1.57,1.63,0.81,2021-11-30 19:51:59.333108,21974
1.50,1.62,1.68,0.86,2021-11-30 19:52:06.171389,10063
1.53,1.63,1.66,0.88,2021-11-30 19:52:10.153990,37955
1.45,1.57,1.63,0.86,2021-11-30 19:52:13.670214,40018
1.47,1.56,1.62,0.81,2021-11-30 20:02:17.554417,21974
1.50,1.62,1.68,0.86,2021-11-30 20:02:21.403625,10063
1.53,1.63,1.66,0.88,2021-11-30 20:02:26.393690,37955
1.45,1.57,1.63,0.86,2021-11-30 20:02:30.076629,40018
1.47,1.56,1.62,0.81,2021-11-30 20:12:33.795740,21974
1.50,1.62,1.68,0.86,2021-11-30 20:12:37.628553,10063
1.53,1.63,1.66,0.88,2021-11-30 20:12:41.497753,37955
1.45,1.57,1.63,0.86,2021-11-30 20:12:45.262640,40018
1.47,1.56,1.62,0.81,2021-11-30 20:22:49.063254,21974
1.50,1.62,1.68,0.86,2021-11-30 20:22:54.486266,10063
1.53,1.63,1.66,0.88,2021-11-30 20:23:00.084082,37955
1.45,1.57,1.63,0.86,2021-11-30 20:23:04.729536,40018
1.47,1.56,1.62,0.81,2021-11-30 20:33:08.668111,21974
1.50,1.61,1.67,0.86,2021-11-30 20:33:12.573079,10063
1.53,1.63,1.66,0.88,2021-11-30 20:33:17.646853,37955
1.45,1.57,1.63,0.86,2021-11-30 20:33:21.634996,40018
1.45,1.55,1.61,0.81,2021-11-30 20:43:25.468749,21974
1.50,1.61,1.67,0.86,2021-11-30 20:43:30.366250,10063
1.53,1.63,1.66,0.88,2021-11-30 20:43:34.912167,37955
1.45,1.57,1.63,0.86,2021-11-30 20:43:39.120929,40018
1.45,1.55,1.61,0.81,2021-11-30 20:53:43.173621,21974
1.50,1.61,1.67,0.86,2021-11-30 20:53:48.948915,10063
1.53,1.63,1.66,0.88,2021-11-30 20:53:52.846720,37955
1.45,1.57,1.63,0.86,2021-11-30 20:53:57.092746,40018
1.45,1.55,1.61,0.81,2021-11-30 21:04:02.071318,21974
1.52,1.69,1.75,0.86,2021-11-30 21:04:05.901305,10063
1.53,1.63,1.66,0.88,2021-11-30 21:04:10.404630,37955
1.45,1.57,1.63,0.86,2021-11-30 21:04:14.595426,40018
1.46,1.55,1.61,0.81,2021-11-30 21:14:18.987484,21974
1.52,1.69,1.75,0.86,2021-11-30 21:14:22.754312,10063
1.53,1.63,1.66,0.88,2021-11-30 21:14:26.582405,37955
1.44,1.52,1.58,0.86,2021-11-30 21:14:32.485023,40018
1.46,1.55,1.61,0.81,2021-11-30 21:24:36.066098,21974
1.52,1.69,1.75,0.86,2021-11-30 21:24:40.355666,10063
1.53,1.63,1.66,0.88,2021-11-30 21:24:44.134686,37955
1.44,1.52,1.58,0.86,2021-11-30 21:24:47.862097,40018
1.46,1.55,1.61,0.81,2021-11-30 21:34:52.102812,21974
1.52,1.69,1.75,0.86,2021-11-30 21:34:56.135209,10063
1.53,1.63,1.66,0.88,2021-11-30 21:34:59.865432,37955
1.44,1.52,1.58,0.86,2021-11-30 21:35:03.865326,40018
1.46,1.55,1.61,0.81,2021-11-30 21:45:07.771463,21974
1.52,1.69,1.75,0.86,2021-11-30 21:45:11.384021,10063
1.53,1.63,1.66,0.88,2021-11-30 21:45:15.027872,37955
1.44,1.52,1.58,0.86,2021-11-30 21:45:18.465324,40018
1.46,1.55,1.61,0.81,2021-11-30 21:55:22.099566,21974
1.52,1.69,1.75,0.86,2021-11-30 21:55:25.975484,10063
1.53,1.63,1.66,0.88,2021-11-30 21:55:29.898746,37955
1.44,1.52,1.58,0.86,2021-11-30 21:55:33.514907,40018
1.46,1.55,1.61,0.81,2021-11-30 22:05:37.635878,21974
1.52,1.69,1.75,0.86,2021-11-30 22:05:41.258572,10063
1.53,1.63,1.66,0.88,2021-11-30 22:05:45.036326,37955
1.44,1.52,1.58,0.86,2021-11-30 22:05:48.745977,40018
